school_year,busbreakdown_id,run_type,bus_no,route_number,reason,schools_serviced,occurred_on,created_on,boro,bus_company_name,how_long_delayed,number_of_students_on_the_bus,has_contractor_notified_schools,has_contractor_notified_parents,have_you_alerted_opt,informed_on,incident_number,last_updated_on,breakdown_or_running_late,school_age_or_prek
2001-2002,787194,General Ed Field Trip,019241,Q2523,,"25765,25769",2002-04-30 13:30:00,2002-04-30 13:45:00,Queens,"AMBOY BUS COMPANY, INC",,,Yes,Yes,Yes,2002-04-30 13:45:00,,2002-04-30 17:46:38,Breakdown,School-Age
2001-2002,787321,Special Ed PM Run,9704,K811,,21565,2002-05-08 14:35:00,2002-05-08 14:39:00,Brooklyn,"UNITED TRANSIT, INC.",,0,Yes,No,Yes,2002-05-08 14:39:00,,2002-05-08 18:18:55,Breakdown,School-Age
2001-2002,787448,General Ed AM Run,1098,M1130,,"01325,01422,02780",2002-05-16 06:45:00,2002-05-16 08:35:00,Manhattan,"AMBOY BUS COMPANY, INC",15 MIN.,0,Yes,Yes,Yes,2002-05-16 08:35:00,,2002-05-16 12:17:53,Running Late,School-Age
2001-2002,787579,Special Ed PM Run,408D,Q932,,25912,2002-05-24 14:40:00,2002-05-24 14:55:00,Queens,LITTLE RICHIE BUS SERVICE,,0,Yes,No,Yes,2002-05-24 14:55:00,,2002-05-24 17:57:25,Breakdown,School-Age
2001-2002,787709,Special Ed AM Run,014036,K670,,"20062,20485",2002-06-03 07:30:00,2002-06-03 07:33:00,Brooklyn,UNITED FLEET,,3,Yes,Yes,Yes,2002-06-03 07:33:00,,2002-06-03 12:07:36,Breakdown,School-Age
2001-2002,787840,Special Ed AM Run,4401D,Q522,,24414,2002-06-12 07:05:00,2002-06-12 07:15:00,Queens,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,Yes,2002-06-12 07:15:00,,2002-06-12 12:00:15,Breakdown,School-Age
2001-2002,787968,Special Ed AM Run,17012,X173,,11949,2002-06-21 08:10:00,2002-06-21 08:20:00,Bronx,CONSOLIDATED BUS TRANS. I,,11,Yes,Yes,Yes,2002-06-21 08:20:00,,2002-06-21 11:02:49,Breakdown,School-Age
2002-2003,788098,Special Ed PM Run,34,Q545,,"30227,30409",2002-07-15 13:30:00,2002-07-15 14:15:00,Queens,JOFAZ TRANSPORTATION INC.,,0,Yes,Yes,Yes,2002-07-15 14:15:00,,2002-07-15 17:24:51,Breakdown,School-Age
2002-2003,788230,Special Ed PM Run,012223,X867,,"10444,10460",2002-07-30 14:53:00,2002-07-30 14:55:00,Bronx,"AMBOY BUS COMPANY, INC",,4,Yes,Yes,Yes,2002-07-30 14:55:00,,2002-07-31 12:17:01,Breakdown,School-Age
2002-2003,788359,Special Ed AM Run,453,Q230,,"30070,30151,30152",2002-09-05 07:35:00,2002-09-05 08:09:00,Queens,"AMBOY BUS COMPANY, INC",,1,Yes,Yes,Yes,2002-09-05 08:09:00,,2002-09-06 04:50:49,Breakdown,School-Age
2002-2003,788486,Special Ed AM Run,9705,X602,,11816,2002-09-13 07:30:00,2002-09-13 07:40:00,Bronx,"UNITED TRANSIT, INC.",30 MIN.,7,Yes,Yes,Yes,2002-09-13 07:40:00,,2002-09-13 12:24:08,Running Late,School-Age
2002-2003,788614,Special Ed AM Run,8975,K098,,"13133,13282,13453",2002-09-24 08:00:00,2002-09-24 09:01:00,Brooklyn,CARAVAN TRANSIT INC.,"45 MIN.,",19,Yes,Yes,Yes,2002-09-24 09:01:00,,2002-09-24 10:45:05,Running Late,School-Age
2002-2003,788742,Special Ed AM Run,8912,Q006,,"24071,24153",2002-10-02 07:20:00,2002-10-02 07:30:00,Queens,CARAVAN TRANSIT INC.,,8,Yes,Yes,Yes,2002-10-02 07:30:00,,2002-10-02 09:57:40,Breakdown,School-Age
2002-2003,788869,Special Ed PM Run,31,M548,,"02041,02671,02814",2002-10-09 15:20:00,2002-10-09 15:31:00,Manhattan,ALL AMERICAN SCHOOL BUS C,,5,Yes,Yes,Yes,2002-10-09 15:31:00,,2002-10-09 16:20:36,Breakdown,School-Age
2002-2003,788997,Special Ed AM Run,9923,K735,,15766,2002-10-17 07:25:00,2002-10-17 07:28:00,Brooklyn,"UNITED TRANSIT, INC.",35 MIN,4,Yes,Yes,Yes,2002-10-17 07:28:00,,2002-10-18 05:29:04,Running Late,School-Age
2002-2003,789125,Special Ed PM Run,53029,M533,,"01015,01064,01461,01867",2002-10-23 15:15:00,2002-10-23 15:45:00,Manhattan,CONSOLIDATED BUS TRANS. I,,3,Yes,Yes,Yes,2002-10-23 15:45:00,,2002-10-24 12:08:36,Breakdown,School-Age
2002-2003,789253,Special Ed PM Run,75,Q747,,29238,2002-10-30 14:20:00,2002-10-30 14:21:00,Queens,CITYWIDE TRANSIT INC.,,1,Yes,Yes,Yes,2002-10-30 14:21:00,,2002-10-30 17:48:39,Breakdown,School-Age
2002-2003,789381,General Ed PM Run,2119,Q2628,,"26203,26710",2002-11-07 15:05:00,2002-11-07 15:15:00,Queens,"AMBOY BUS COMPANY, INC",,0,Yes,No,Yes,2002-11-07 15:15:00,,2002-11-07 17:27:07,Breakdown,School-Age
2002-2003,789511,Special Ed PM Run,9813,M935,,"02310,02522",2002-11-15 14:50:00,2002-11-15 15:10:00,Manhattan,UNITED FLEET,,0,Yes,Yes,Yes,2002-11-15 15:10:00,,2002-11-15 18:04:50,Breakdown,School-Age
2002-2003,789640,Special Ed AM Run,1021,Q987,,"27207,30227",2002-11-25 07:05:00,2002-11-25 07:06:00,Queens,"LITTLE LINDA BUS CO.,INC.",30 MIN,0,Yes,Yes,Yes,2002-11-25 07:06:00,,2002-11-25 10:43:49,Running Late,School-Age
2002-2003,789769,Special Ed Field Trip,11002,K834,,"22461,22527,22810",2002-12-03 09:10:00,2002-12-03 09:16:00,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,Yes,Yes,2002-12-03 09:16:00,,2002-12-03 13:45:16,Breakdown,School-Age
2002-2003,789896,Special Ed AM Run,376,Q110,,"27063,27202,27232",2002-12-09 07:20:00,2002-12-09 07:35:00,Queens,LOGAN BUS COMPANY INC.,,0,Yes,Yes,Yes,2002-12-09 07:35:00,,2002-12-09 12:16:31,Breakdown,School-Age
2002-2003,790026,Special Ed PM Run,010019,Q415,,"26187,26447,26461",2002-12-13 15:28:00,2002-12-13 16:30:00,Queens,STATEN ISLAND BUS COMPANY,,,Yes,Yes,Yes,2002-12-13 16:30:00,,2002-12-13 18:53:14,Breakdown,School-Age
2002-2003,790154,Special Ed AM Run,26,M655,,"03802,02605",2003-01-02 08:25:00,2003-01-02 08:36:00,Manhattan,CAREFUL BUS,1 HOUR,4,Yes,Yes,Yes,2003-01-02 08:36:00,,2003-01-02 12:15:37,Running Late,School-Age
2002-2003,790281,Special Ed AM Run,89,K930,,"32045,32411,32456",2003-01-09 08:20:00,2003-01-09 08:30:00,Brooklyn,UNITED FLEET,15 MIN,6,Yes,Yes,Yes,2003-01-09 08:30:00,,2003-01-09 10:36:00,Running Late,School-Age
2002-2003,790408,Special Ed AM Run,1733,K848,,"14071,14257,14459,14465,14471,14961",2003-01-15 07:20:00,2003-01-15 08:34:00,Brooklyn,"AMBOY BUS COMPANY, INC",,0,Yes,Yes,Yes,2003-01-15 08:34:00,,2003-01-15 10:39:02,Breakdown,School-Age
2002-2003,790536,Special Ed AM Run,1780,R406,,"31013,31061,31905",2003-01-21 07:30:00,2003-01-21 08:35:00,Staten Island,"AMBOY BUS COMPANY, INC",,0,Yes,Yes,Yes,2003-01-21 08:35:00,,2003-01-21 12:27:47,Breakdown,School-Age
2002-2003,790665,Special Ed PM Run,402D,X943,,09064,2003-01-24 14:20:00,2003-01-24 14:30:00,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,Yes,2003-01-24 14:30:00,,2003-01-24 18:30:29,Breakdown,School-Age
2002-2003,790792,Special Ed AM Run,203,Q891,,"27776,28461",2003-01-30 08:10:00,2003-01-30 08:35:00,Queens,RAINBOW TRANSIT INC.,,2,Yes,Yes,Yes,2003-01-30 08:35:00,,2003-01-30 13:11:43,Breakdown,School-Age
2002-2003,790919,Special Ed AM Run,570,K726,,15766,2003-02-06 06:00:00,2003-02-06 06:30:00,Brooklyn,VARSITY TRANSIT INC.,,0,Yes,Yes,Yes,2003-02-06 06:30:00,,2003-02-06 12:23:36,Breakdown,School-Age
2002-2003,791047,Special Ed AM Run,52005,M767,,"06028,06153,06744",2003-02-12 07:20:00,2003-02-12 07:25:00,Manhattan,CONSOLIDATED BUS TRANS. I,,7,Yes,Yes,Yes,2003-02-12 07:25:00,,2003-02-12 09:47:35,Breakdown,School-Age
2002-2003,791174,Special Ed PM Run,4454D,Q664,,"26115,26470",2003-02-14 14:30:00,2003-02-14 15:00:00,Queens,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,Yes,2003-02-14 15:00:00,,2003-02-24 14:05:13,Breakdown,School-Age
2002-2003,791301,Special Ed PM Run,6640,K107,,14257,2003-02-28 14:25:00,2003-02-28 14:35:00,Brooklyn,JO-LO BUS COMPANY INC.,,0,Yes,Yes,Yes,2003-02-28 14:35:00,,2003-02-28 15:03:34,Breakdown,School-Age
2002-2003,791432,Special Ed AM Run,402D,X943,,09064,2003-03-07 07:20:00,2003-03-07 07:38:00,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,Yes,2003-03-07 07:38:00,,2003-03-07 12:14:45,Breakdown,School-Age
2002-2003,791561,Special Ed AM Run,1120,M099,,04007,2003-03-14 07:15:00,2003-03-14 07:50:00,Manhattan,VARSITY TRANSIT INC.,40 MIN,1,Yes,Yes,Yes,2003-03-14 07:50:00,,2003-03-14 12:11:44,Running Late,School-Age
2002-2003,791689,Special Ed AM Run,19174,K870,,13009,2003-03-21 08:45:00,2003-03-21 09:10:00,Brooklyn,"AMBOY BUS COMPANY, INC",45 MIN,1,Yes,Yes,Yes,2003-03-21 09:10:00,,2003-03-21 09:36:22,Running Late,School-Age
2002-2003,791821,Special Ed AM Run,16181,Q026,,24005,2003-03-31 06:30:00,2003-03-31 07:00:00,Queens,"BORO TRANSIT, INC.",,0,Yes,Yes,Yes,2003-03-31 07:00:00,,2003-03-31 10:06:53,Breakdown,School-Age
2002-2003,791950,Special Ed AM Run,158,M622,,02908,2003-04-08 07:30:00,2003-04-08 08:18:00,Manhattan,HOYT TRANSPORTATION CORP.,35-40 MIN,6,Yes,Yes,Yes,2003-04-08 08:18:00,,2003-04-08 12:14:29,Running Late,School-Age
2002-2003,792080,Special Ed PM Run,4456D,Q665,,26115,2003-04-15 14:50:00,2003-04-15 15:00:00,Queens,LITTLE RICHIE BUS SERVICE,,3,No,No,No,2003-04-15 15:00:00,,2003-04-15 17:43:27,Breakdown,School-Age
2002-2003,792212,Special Ed AM Run,1027,K136,,13369,2003-04-30 15:20:00,2003-04-30 15:30:00,Brooklyn,VARSITY TRANSIT INC.,40MIN,0,Yes,Yes,Yes,2003-04-30 15:30:00,,2003-04-30 17:43:36,Running Late,School-Age
2002-2003,792339,Special Ed PM Run,4496D,Q705,,26173,2003-05-07 15:10:00,2003-05-07 15:15:00,Queens,LITTLE RICHIE BUS SERVICE,30MINS,0,Yes,Yes,Yes,2003-05-07 15:15:00,,2003-05-07 18:28:49,Running Late,School-Age
2002-2003,792468,Special Ed PM Run,14109,X354,,07149,2003-05-13 14:45:00,2003-05-13 14:55:00,Bronx,CONSOLIDATED BUS TRANS. I,,0,Yes,Yes,Yes,2003-05-13 14:55:00,,2003-05-13 18:01:42,Breakdown,School-Age
2002-2003,792598,Special Ed AM Run,1718,X155,,12158,2003-05-20 14:00:00,2003-05-20 14:20:00,Bronx,VARSITY TRANSIT INC.,,0,Yes,Yes,Yes,2003-05-20 14:20:00,,2003-05-20 17:39:10,Breakdown,School-Age
2002-2003,792726,Special Ed PM Run,9702,K837,,22902,2003-05-28 13:45:00,2003-05-28 14:00:00,Brooklyn,"UNITED TRANSIT, INC.",,0,Yes,Yes,Yes,2003-05-28 14:00:00,,2003-05-28 16:49:04,Breakdown,School-Age
2002-2003,792854,Special Ed AM Run,479,Q252,,30151,2003-06-04 06:40:00,2003-06-04 06:50:00,Queens,"AMBOY BUS COMPANY, INC",,0,Yes,Yes,Yes,2003-06-04 06:50:00,,2003-06-04 12:40:33,Breakdown,School-Age
2002-2003,792983,Special Ed AM Run,465,X621,,12158,2003-06-11 06:00:00,2003-06-11 06:01:00,Bronx,VARSITY TRANSIT INC.,30 MIN,0,Yes,Yes,Yes,2003-06-11 06:01:00,,2003-06-11 10:09:49,Running Late,School-Age
2002-2003,793110,Special Ed PM Run,10007,K067,,15010,2003-06-18 15:26:00,2003-06-18 15:40:00,Brooklyn,"AMBOY BUS COMPANY, INC",,38,Yes,Yes,Yes,2003-06-18 15:40:00,,2003-06-18 17:42:15,Breakdown,School-Age
2003-2004,793243,Special Ed PM Run,505106,Q904,,P721Q,2003-07-07 14:08:00,2003-07-07 14:08:00,Manhattan,AMBOY,20MIN,0,Yes,Yes,Yes,2003-07-07 14:08:00,,2003-07-07 16:59:55,Running Late,School-Age
2003-2004,793372,Special Ed AM Run,15144,K016,,19311,2003-07-21 07:10:00,2003-07-21 07:30:00,Brooklyn,JODI BUS COMPANY,,0,Yes,Yes,Yes,2003-07-21 07:30:00,,2003-07-21 10:08:29,Breakdown,School-Age
2003-2004,793500,Special Ed AM Run,515,M593,,01408,2003-08-04 07:00:00,2003-08-04 08:14:00,Manhattan,VARSITY TRANSIT INC.,,0,Yes,Yes,Yes,2003-08-04 08:14:00,,2003-08-04 10:34:02,Breakdown,School-Age
2003-2004,793629,Special Ed AM Run,753,C638,,26704,2003-09-05 07:15:00,2003-09-05 08:35:00,Connecticut,VARSITY TRANSIT INC.,,0,Yes,Yes,Yes,2003-09-05 08:35:00,,2003-09-05 11:21:33,Breakdown,School-Age
2003-2004,793756,Special Ed PM Run,235,M388,,02041,2003-09-15 16:35:00,2003-09-15 16:35:00,Manhattan,"BORO WIDE BUSES, INC.",,1,Yes,Yes,Yes,2003-09-15 16:35:00,,2003-09-15 17:22:27,Breakdown,School-Age
2003-2004,793884,Special Ed AM Run,9803,C666,,30901,2003-09-23 08:00:00,2003-09-23 08:41:00,Connecticut,DAK TRANSPORTATION CORP.,30 MIN,4,Yes,Yes,Yes,2003-09-23 08:41:00,,2003-09-23 11:57:38,Running Late,School-Age
2003-2004,794011,General Ed AM Run,487,X2125,,08152,2003-10-02 06:45:00,2003-10-02 07:25:00,Bronx,PAROCHIAL BUS SYSTEM INC.,30 MIN,0,Yes,Yes,Yes,2003-10-02 07:25:00,,2003-10-02 09:36:36,Running Late,School-Age
2003-2004,794139,Special Ed AM Run,9622,X926,,11111,2003-10-09 08:30:00,2003-10-09 08:56:00,Bronx,USA UNITED TRANSIT,,7,Yes,Yes,Yes,2003-10-09 08:56:00,,2003-10-09 12:04:49,Breakdown,School-Age
2003-2004,794269,Special Ed AM Run,10281,X037,,10306,2003-10-20 07:20:00,2003-10-20 07:30:00,Bronx,CONSOLIDATED BUS TRANS. I,,0,Yes,Yes,Yes,2003-10-20 07:30:00,,2003-10-20 10:20:18,Breakdown,School-Age
2003-2004,794399,Special Ed AM Run,20,W929,,75419,2003-10-27 06:45:00,2003-10-27 07:00:00,Westchester,MAR-CAN TRANSPORTATION,,0,Yes,Yes,Yes,2003-10-27 07:00:00,,2003-10-27 10:08:23,Breakdown,School-Age
2003-2004,794527,Special Ed PM Run,9584,K931,,22286,2003-10-31 15:00:00,2003-10-31 15:10:00,Brooklyn,"BORO TRANSIT, INC.",,0,Yes,Yes,Yes,2003-10-31 15:10:00,,2003-10-31 17:19:06,Breakdown,School-Age
2003-2004,794655,Special Ed PM Run,1107,K336,,14450,2003-11-07 14:10:00,2003-11-07 14:18:00,Brooklyn,VARSITY TRANSIT INC.,,0,No,Yes,Yes,2003-11-07 14:18:00,,2003-11-07 17:47:25,Breakdown,School-Age
2003-2004,794788,Special Ed AM Run,965D,Q784,,24075,2003-11-14 07:30:00,2003-11-14 07:50:00,Queens,JO-LO BUS COMPANY INC.,,3,Yes,Yes,Yes,2003-11-14 07:50:00,,2003-11-14 10:20:11,Breakdown,School-Age
2003-2004,794917,Special Ed AM Run,870D,C657,,30901,2003-11-20 07:10:00,2003-11-20 07:45:00,Connecticut,LOGAN BUS COMPANY INC.,45MIN,0,Yes,Yes,Yes,2003-11-20 07:45:00,,2003-11-20 11:58:01,Running Late,School-Age
2003-2004,795048,Special Ed AM Run,0112008,M807,,02138,2003-11-26 06:30:00,2003-11-26 07:49:00,Manhattan,STATEN ISLAND BUS COMPANY,40 MIN,0,Yes,Yes,Yes,2003-11-26 07:49:00,,2003-11-26 10:15:42,Running Late,School-Age
2003-2004,795184,Special Ed AM Run,1010,X216,,12067,2003-12-04 08:08:00,2003-12-04 08:30:00,Bronx,PIONEER TRANSPORTATION CO,,19,Yes,Yes,Yes,2003-12-04 08:30:00,,2003-12-04 09:41:18,Breakdown,School-Age
2003-2004,795316,Special Ed AM Run,940,Q451,,24490,2003-12-09 09:30:00,2003-12-09 09:46:00,Queens,BOYTON BUS INC.,,0,Yes,Yes,Yes,2003-12-09 09:46:00,,2003-12-09 12:03:20,Breakdown,School-Age
2003-2004,795447,Special Ed PM Run,6694,K016,,13008,2003-12-12 15:15:00,2003-12-12 15:21:00,Brooklyn,JO-LO BUS COMPANY INC.,,22,Yes,Yes,Yes,2003-12-12 15:21:00,,2003-12-12 17:30:33,Breakdown,School-Age
2003-2004,795584,Special Ed AM Run,9822,S555,,17403,2003-12-17 07:40:00,2003-12-17 08:00:00,Manhattan,USA UNITED TRANSIT,,3,Yes,Yes,Yes,2003-12-17 08:00:00,,2003-12-17 10:06:30,Breakdown,School-Age
2003-2004,795712,Special Ed AM Run,010106,J736,,75003,2004-01-05 06:20:00,2004-01-05 07:55:00,Manhattan,STATEN ISLAND BUS COMPANY,30 MINS,0,Yes,Yes,Yes,2004-01-05 07:55:00,,2004-01-05 13:03:01,Running Late,School-Age
2003-2004,795846,Special Ed PM Run,9928,S510,,13369,2004-01-07 14:00:00,2004-01-07 15:00:00,Manhattan,USA UNITED TRANSIT,,0,Yes,Yes,Yes,2004-01-07 15:00:00,,2004-01-07 18:53:16,Breakdown,School-Age
2003-2004,795974,Special Ed AM Run,1112,X076,,07031,2004-01-12 07:00:00,2004-01-12 07:38:00,Bronx,CITYWIDE TRANSIT INC.,,0,Yes,Yes,Yes,2004-01-12 07:38:00,,2004-01-12 10:54:23,Breakdown,School-Age
2003-2004,796106,Special Ed AM Run,353,K266,,14416,2004-01-16 07:00:00,2004-01-16 08:00:00,Brooklyn,LOGAN BUS COMPANY INC.,,0,Yes,Yes,Yes,2004-01-16 08:00:00,,2004-01-16 11:41:13,Breakdown,School-Age
2003-2004,796235,Special Ed PM Run,9856,Q143,,26464,2004-01-21 15:05:00,2004-01-21 15:15:00,Queens,ASPIRITY TRANSPORTATION,,14,Yes,Yes,Yes,2004-01-21 15:15:00,,2004-01-21 18:07:30,Breakdown,School-Age
2003-2004,796370,Special Ed PM Run,316,Q095,,29131,2004-01-26 13:45:00,2004-01-26 14:35:00,Queens,LOGAN BUS COMPANY INC.,,0,Yes,Yes,Yes,2004-01-26 14:35:00,,2004-01-26 18:07:03,Breakdown,School-Age
2003-2004,796499,Special Ed AM Run,9053,K904,,22014,2004-01-30 07:00:00,2004-01-30 09:05:00,Brooklyn,"VARSITY BUS CO., INC.",,0,Yes,Yes,Yes,2004-01-30 09:05:00,,2004-01-30 12:09:32,Breakdown,School-Age
2003-2004,796626,Special Ed AM Run,743D,X763,,10391,2004-02-04 07:40:00,2004-02-04 09:32:00,Bronx,JO-LO BUS COMPANY INC.,,2,Yes,Yes,Yes,2004-02-04 09:32:00,,2004-02-04 14:25:16,Breakdown,School-Age
2003-2004,796754,General Ed PM Run,1225,Q2583,,25163,2004-02-09 15:26:00,2004-02-09 15:27:00,Queens,"AMBOY BUS COMPANY, INC",,35,Yes,Yes,Yes,2004-02-09 15:27:00,,2004-02-09 17:16:42,Breakdown,School-Age
2003-2004,796884,Special Ed AM Run,186,M837,,03853,2004-02-23 07:20:00,2004-02-23 07:30:00,Manhattan,RAINBOW TRANSIT INC.,,0,Yes,Yes,Yes,2004-02-23 07:30:00,,2004-02-23 10:26:00,Breakdown,School-Age
2003-2004,797013,General Ed PM Run,2127,K1537,,15760,2004-02-26 15:30:00,2004-02-26 15:40:00,Brooklyn,"VARSITY BUS CO., INC.",,40,Yes,Yes,Yes,2004-02-26 15:40:00,,2004-02-26 17:41:59,Breakdown,School-Age
2003-2004,797141,Special Ed PM Run,704,K502,,16460,2004-03-04 14:25:00,2004-03-04 14:42:00,Brooklyn,JO-LO BUS COMPANY INC.,,0,Yes,Yes,Yes,2004-03-04 14:42:00,,2004-03-04 17:49:50,Breakdown,School-Age
2003-2004,797271,General Ed PM Run,3025,M1122,,02835,2004-03-11 14:06:00,2004-03-11 14:30:00,Manhattan,"AMBOY BUS COMPANY, INC",,0,Yes,Yes,Yes,2004-03-11 14:30:00,,2004-03-11 17:32:25,Breakdown,School-Age
2003-2004,797400,Special Ed AM Run,837D,C622,,25802,2004-03-18 07:13:00,2004-03-18 07:30:00,Connecticut,LOGAN BUS COMPANY INC.,1 HR,0,Yes,Yes,Yes,2004-03-18 07:30:00,,2004-03-18 09:59:11,Running Late,School-Age
2003-2004,797532,Special Ed PM Run,9370,K744,,20470,2004-03-23 16:10:00,2004-03-23 16:16:00,Brooklyn,USA UNITED FLEET,20 MIN,6,Yes,Yes,Yes,2004-03-23 16:16:00,,2004-03-23 18:48:20,Running Late,School-Age
2003-2004,797659,Special Ed PM Run,9051,Q080,,30204,2004-03-29 14:35:00,2004-03-29 16:11:00,Queens,CARAVAN TRANSIT INC.,,0,Yes,Yes,No,2004-03-29 16:11:00,,2004-03-29 17:36:14,Breakdown,School-Age
2003-2004,797794,Special Ed PM Run,179,M681,,03417,2004-04-07 14:30:00,2004-04-07 15:02:00,Manhattan,JOFAZ TRANSPORTATION INC.,,0,Yes,Yes,Yes,2004-04-07 15:02:00,,2004-04-07 18:22:11,Breakdown,School-Age
2003-2004,797922,Special Ed PM Run,735D,X718,,09339,2004-04-16 14:50:00,2004-04-16 15:14:00,Bronx,JO-LO BUS COMPANY INC.,,8,Yes,Yes,Yes,2004-04-16 15:14:00,,2004-04-16 17:59:44,Breakdown,School-Age
2003-2004,798052,Special Ed AM Run,9818,K660,,23396,2004-04-22 07:50:00,2004-04-22 08:08:00,Brooklyn,USA UNITED FLEET,1 HR,0,Yes,Yes,Yes,2004-04-22 08:08:00,,2004-04-22 12:07:11,Running Late,School-Age
2003-2004,798183,Special Ed PM Run,015801,M416,,03480,2004-04-27 15:50:00,2004-04-27 15:57:00,Manhattan,"AMBOY BUS COMPANY, INC",,4,Yes,Yes,Yes,2004-04-27 15:57:00,,2004-05-12 11:50:20,Breakdown,School-Age
2003-2004,798313,Special Ed AM Run,28,X519,,07434,2004-05-03 07:10:00,2004-05-03 07:55:00,Bronx,THIRD AVENUE TRANSIT,,0,Yes,Yes,Yes,2004-05-03 07:55:00,,2004-05-03 12:22:02,Breakdown,School-Age
2003-2004,798441,Special Ed PM Run,470,Q074,,30112,2004-05-07 14:20:00,2004-05-07 16:11:00,Queens,"AMBOY BUS COMPANY, INC",20 MINS,0,Yes,Yes,Yes,2004-05-07 16:11:00,,2004-05-07 18:20:52,Running Late,School-Age
2003-2004,798568,Special Ed PM Run,9326,X479,,12438,2004-05-11 15:50:00,2004-05-11 16:30:00,Bronx,CONSOLIDATED BUS TRANS. I,,1,Yes,Yes,Yes,2004-05-11 16:30:00,,2004-05-11 17:56:30,Breakdown,School-Age
2003-2004,798697,Special Ed AM Run,9831,X543,,11476,2004-05-17 07:40:00,2004-05-17 07:50:00,Bronx,"USA UNITED BUS EXPRESS, I",15 MIN,2,Yes,Yes,Yes,2004-05-17 07:50:00,,2004-05-17 09:55:12,Running Late,School-Age
2003-2004,798828,Special Ed PM Run,427D,X636,,11016,2004-05-20 14:15:00,2004-05-20 14:25:00,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,Yes,2004-05-20 14:25:00,,2004-05-20 17:48:03,Breakdown,School-Age
2003-2004,798959,Special Ed PM Run,9059,K009,,32466,2004-05-26 13:00:00,2004-05-26 14:04:00,Brooklyn,CARAVAN TRANSIT INC.,1/2 HR,0,Yes,Yes,Yes,2004-05-26 14:04:00,,2004-05-26 16:51:05,Running Late,School-Age
2003-2004,799087,Special Ed AM Run,52054,N992,,75911,2004-06-02 07:50:00,2004-06-02 08:00:00,Nassau County,"BORO TRANSIT, INC.",,1,Yes,Yes,Yes,2004-06-02 08:00:00,,2004-06-02 12:09:37,Breakdown,School-Age
2003-2004,799216,Special Ed PM Run,3322,Q195,,29138,2004-06-07 14:20:00,2004-06-07 15:49:00,Queens,LOGAN BUS COMPANY INC.,20 MIN,0,Yes,Yes,Yes,2004-06-07 15:49:00,,2004-06-07 17:29:04,Running Late,School-Age
2003-2004,799345,Special Ed AM Run,6617,Q091,,30145,2004-06-14 07:15:00,2004-06-14 08:41:00,Queens,LOGAN BUS COMPANY INC.,25 MIN,2,Yes,Yes,Yes,2004-06-14 08:41:00,,2004-06-14 17:04:54,Running Late,School-Age
2003-2004,799473,Special Ed AM Run,361,Q028,,26177,2004-06-21 07:05:00,2004-06-21 07:25:00,Queens,LOGAN BUS COMPANY INC.,1/2 HR,0,Yes,Yes,Yes,2004-06-21 07:25:00,,2004-06-21 12:20:17,Running Late,School-Age
2004-2005,799605,Special Ed AM Run,011122,K848,,14257,2004-07-09 07:00:00,2004-07-09 07:25:00,Brooklyn,"AMBOY BUS COMPANY, INC",,0,Yes,Yes,Yes,2004-07-09 07:25:00,,2004-07-09 17:02:27,Breakdown,School-Age
2004-2005,799740,Special Ed AM Run,T 372,Q899,,26447,2004-07-20 13:01:00,2004-07-20 13:14:00,Queens,"AMBOY BUS COMPANY, INC",,0,Yes,Yes,Yes,2004-07-20 13:14:00,,2004-07-20 16:40:15,Breakdown,School-Age
2004-2005,799874,Special Ed AM Run,42119,N853,,75907,2004-07-29 07:00:00,2004-07-29 07:05:00,Nassau County,CONSOLIDATED BUS TRANS. I,,0,Yes,Yes,Yes,2004-07-29 07:05:00,,2004-07-29 13:26:55,Breakdown,School-Age
2004-2005,800004,Special Ed AM Run,5060,M655,,04898,2004-08-09 07:10:00,2004-08-09 12:44:00,Manhattan,LOGAN BUS COMPANY INC.,20 MIN,1,Yes,Yes,Yes,2004-08-09 12:44:00,,2004-08-09 12:45:39,Running Late,School-Age
2004-2005,800139,Special Ed AM Run,993,M768,,02948,2004-09-08 08:15:00,2004-09-08 12:15:00,Manhattan,MINIBUS SERVICE CORP.,1 HR,0,Yes,Yes,Yes,2004-09-08 12:15:00,,2004-09-08 12:30:54,Running Late,School-Age
2004-2005,800267,Special Ed AM Run,000,X044,,11476,2004-09-13 15:00:00,2004-09-13 12:59:00,Bronx,LORISSA BUS SERVICE INC.,,7,Yes,Yes,Yes,2004-09-13 12:59:00,,2004-09-14 13:01:32,Breakdown,School-Age
2004-2005,800394,Special Ed AM Run,9608,M769,,02948,2004-09-22 06:50:00,2004-09-22 07:00:00,Manhattan,MINIBUS SERVICE CORP.,,0,Yes,Yes,Yes,2004-09-22 07:00:00,,2004-09-22 12:10:05,Breakdown,School-Age
2004-2005,800528,General Ed PM Run,1225,Q2549,,25419,2004-09-23 14:52:00,2004-09-23 11:28:00,Queens,"AMBOY BUS COMPANY, INC",,30,Yes,Yes,Yes,2004-09-23 11:28:00,,2004-09-24 12:41:19,Breakdown,School-Age
